txn_id,account_id,txn_date,amount,channel,txn_type,risk_flag
TXN000404,ACC00062,2024-05-10,733.77,POS,Transfer,0
TXN000405,ACC00043,2025-10-23,3921.56,Online,Withdrawal,1
TXN000406,ACC00046,2025-03-29,1749.95,ATM,Withdrawal,0
TXN000407,ACC00108,2025-03-06,2688.51,ATM,Transfer,1
TXN000408,ACC00202,2025-10-15,4120.0,ATM,Payment,1
TXN000409,ACC00279,2024-03-07,931.88,POS,Payment,0
TXN000410,ACC00111,2024-09-16,1475.43,POS,Transfer,0
TXN000411,ACC00005,2024-10-21,4825.03,POS,Transfer,1
TXN000412,ACC00081,2025-06-01,3218.09,POS,Withdrawal,1
TXN000413,ACC00132,2025-09-14,2618.87,POS,Transfer,0
TXN000414,ACC00178,2024-02-09,141.38,POS,Payment,0
TXN000415,ACC00065,2025-09-13,137.74,POS,Payment,0
TXN000416,ACC00199,2024-02-16,774.74,POS,Withdrawal,0
TXN000417,ACC00095,2024-09-03,2992.26,Online,Transfer,0
TXN000418,ACC00204,2024-04-29,937.87,POS,Transfer,0
TXN000419,ACC00232,2024-03-29,4845.83,POS,Transfer,1
TXN000420,ACC00117,2024-10-08,2095.82,Online,Transfer,0
TXN000421,ACC00096,2025-04-02,2409.47,POS,Payment,0
TXN000422,ACC00272,2025-01-20,553.23,ATM,Transfer,0
TXN000423,ACC00038,2025-03-20,608.99,Online,Transfer,0
TXN000424,ACC00092,2025-10-02,662.52,Online,Transfer,0
TXN000425,ACC00251,2025-11-13,3000.09,ATM,Withdrawal,1
TXN000426,ACC00160,2025-11-02,4425.52,POS,Transfer,1
TXN000427,ACC00233,2025-01-04,4791.77,ATM,Transfer,1
TXN000428,ACC00157,2025-08-13,96.05,POS,Withdrawal,0
TXN000429,ACC00062,2024-03-08,580.61,ATM,Transfer,0
TXN000430,ACC00192,2025-12-30,3058.96,ATM,Transfer,1
TXN000431,ACC00196,2024-09-20,921.84,ATM,Payment,0
TXN000432,ACC00218,2025-06-26,4285.78,Online,Transfer,1
TXN000433,ACC00127,2025-03-23,3395.17,POS,Transfer,1
TXN000434,ACC00004,2025-11-30,3399.23,POS,Transfer,1
TXN000435,ACC00038,2025-05-22,3925.13,ATM,Withdrawal,1
TXN000436,ACC00112,2024-09-07,2167.46,Online,Transfer,0
TXN000437,ACC00080,2024-08-19,867.77,POS,Payment,0
TXN000438,ACC00102,2024-03-04,2938.48,ATM,Withdrawal,0
TXN000439,ACC00186,2024-10-28,3546.25,POS,Transfer,1
TXN000440,ACC00247,2025-04-20,3540.24,POS,Transfer,1
TXN000441,ACC00068,2024-02-03,1869.35,POS,Withdrawal,0
TXN000442,ACC00300,2025-11-29,952.05,Online,Payment,1
TXN000443,ACC00181,2025-03-28,415.22,Online,Transfer,0
TXN000444,ACC00021,2024-07-20,978.11,Online,Withdrawal,0
TXN000445,ACC00031,2025-05-08,3097.73,POS,Withdrawal,1
TXN000446,ACC00273,2024-10-07,2045.56,POS,Payment,0
TXN000447,ACC00181,2024-01-19,4713.23,POS,Transfer,1
TXN000448,ACC00159,2024-05-18,3371.0,ATM,Withdrawal,1
TXN000449,ACC00215,2024-09-24,3634.44,POS,Payment,1
TXN000450,ACC00065,2025-10-09,4091.19,POS,Withdrawal,1
TXN000451,ACC00242,2025-06-09,4826.55,ATM,Withdrawal,1
TXN000452,ACC00265,2024-12-01,2786.72,Online,Payment,1
TXN000453,ACC00270,2025-01-29,66.17,Online,Payment,0
TXN000454,ACC00281,2025-05-09,4081.1,Online,Payment,1
TXN000455,ACC00138,2024-10-06,4925.04,POS,Payment,1
TXN000456,ACC00019,2024-05-16,4288.14,ATM,Transfer,1
TXN000457,ACC00014,2025-07-07,2675.3,POS,Payment,0
TXN000458,ACC00281,2024-08-04,4008.18,POS,Payment,1
TXN000459,ACC00279,2025-07-12,3483.98,ATM,Withdrawal,1
TXN000460,ACC00299,2025-11-11,3787.16,Online,Payment,1
TXN000461,ACC00250,2025-05-16,263.7,POS,Payment,0
TXN000462,ACC00001,2025-02-05,2990.14,POS,Payment,0
TXN000463,ACC00279,2024-01-17,2959.31,ATM,Payment,0
TXN000464,ACC00071,2024-06-10,3182.27,ATM,Withdrawal,1
TXN000465,ACC00127,2025-06-18,626.68,Online,Transfer,0
TXN000466,ACC00067,2024-07-29,4237.21,POS,Transfer,1
TXN000467,ACC00227,2025-07-24,4983.45,ATM,Withdrawal,1
TXN000468,ACC00075,2024-11-18,2761.85,ATM,Withdrawal,0
TXN000469,ACC00038,2025-09-08,2493.84,ATM,Payment,0
TXN000470,ACC00288,2024-08-02,871.26,ATM,Transfer,0
TXN000471,ACC00259,2025-04-04,3577.29,ATM,Transfer,1
TXN000472,ACC00121,2024-10-02,2113.4,ATM,Payment,0
TXN000473,ACC00045,2024-09-18,253.34,POS,Withdrawal,0
TXN000474,ACC00252,2025-01-24,2919.14,Online,Transfer,0
TXN000475,ACC00244,2024-07-09,2217.67,Online,Transfer,0
TXN000476,ACC00168,2024-09-15,3349.33,Online,Transfer,1
TXN000477,ACC00004,2024-02-19,3105.65,POS,Withdrawal,1
TXN000478,ACC00059,2025-09-18,1615.09,Online,Payment,0
TXN000479,ACC00066,2024-09-20,1305.37,Online,Payment,0
TXN000480,ACC00068,2024-03-12,1495.69,POS,Withdrawal,0
TXN000481,ACC00215,2025-06-30,2458.47,ATM,Payment,0
TXN000482,ACC00117,2024-09-13,2728.68,ATM,Payment,1
TXN000483,ACC00221,2024-06-16,2212.71,Online,Payment,0
TXN000484,ACC00092,2024-04-09,4053.31,POS,Withdrawal,1
TXN000485,ACC00159,2024-10-04,2174.66,Online,Transfer,0
TXN000486,ACC00214,2025-12-31,728.16,POS,Payment,0
TXN000487,ACC00211,2025-08-30,2240.15,POS,Transfer,0
TXN000488,ACC00251,2025-08-19,3431.74,Online,Transfer,1
TXN000489,ACC00266,2025-11-30,1164.67,POS,Transfer,0
TXN000490,ACC00157,2025-03-06,3215.05,ATM,Transfer,1
TXN000491,ACC00095,2025-10-01,2361.46,POS,Payment,0
TXN000492,ACC00188,2024-03-15,4772.92,POS,Transfer,1
TXN000493,ACC00279,2024-09-14,1008.48,ATM,Payment,0
TXN000494,ACC00146,2025-10-29,2166.62,ATM,Withdrawal,0
TXN000495,ACC00197,2024-02-20,956.38,Online,Payment,0
TXN000496,ACC00220,2025-03-26,2552.86,ATM,Payment,0
TXN000497,ACC00116,2025-09-16,2871.08,Online,Withdrawal,0
TXN000498,ACC00239,2025-04-02,1282.13,ATM,Withdrawal,0
TXN000499,ACC00246,2024-03-25,58.41,Online,Payment,0
TXN000500,ACC00010,2025-06-15,444.77,POS,Payment,0
TXN000501,ACC00165,2025-08-21,4130.16,ATM,Payment,1
TXN000502,ACC00009,2024-05-18,4829.88,POS,Transfer,1
TXN000503,ACC00108,2025-02-13,1410.25,Online,Payment,0
TXN000504,ACC00280,2025-09-20,2047.78,POS,Payment,0
TXN000505,ACC00290,2024-08-25,1418.81,Online,Payment,0
TXN000506,ACC00077,2024-08-27,3934.21,ATM,Withdrawal,1
TXN000507,ACC00176,2025-11-07,2784.48,ATM,Transfer,0
TXN000508,ACC00237,2024-08-26,4845.38,ATM,Withdrawal,1
TXN000509,ACC00134,2024-05-06,2882.26,POS,Payment,0
TXN000510,ACC00141,2024-12-02,561.32,POS,Payment,0
TXN000511,ACC00067,2025-12-23,850.12,Online,Payment,0
TXN000512,ACC00293,2025-12-12,2748.37,Online,Transfer,0
TXN000513,ACC00046,2025-03-27,4794.37,Online,Withdrawal,1
TXN000514,ACC00193,2024-07-25,3580.84,POS,Payment,1
TXN000515,ACC00192,2025-12-27,1982.32,POS,Withdrawal,0
TXN000516,ACC00232,2024-02-18,451.69,POS,Payment,0
TXN000517,ACC00186,2025-11-25,4042.08,ATM,Withdrawal,1
TXN000518,ACC00238,2024-02-29,1462.21,ATM,Transfer,0
TXN000519,ACC00177,2024-09-28,567.06,POS,Payment,0
TXN000520,ACC00118,2024-03-28,1245.26,ATM,Withdrawal,0
TXN000521,ACC00266,2024-07-06,4292.54,POS,Withdrawal,1
TXN000522,ACC00003,2024-07-31,3305.37,ATM,Transfer,1
TXN000523,ACC00212,2025-12-08,4649.92,POS,Transfer,1
TXN000524,ACC00071,2024-01-31,2738.72,POS,Transfer,0
TXN000525,ACC00189,2024-07-28,4669.97,ATM,Withdrawal,1
TXN000526,ACC00148,2025-05-24,1336.79,Online,Transfer,0
TXN000527,ACC00123,2024-01-08,4151.51,ATM,Transfer,1
TXN000528,ACC00266,2024-07-02,2572.49,POS,Payment,0
TXN000529,ACC00135,2024-06-06,4131.71,POS,Payment,1
TXN000530,ACC00215,2024-01-09,923.57,Online,Withdrawal,0
TXN000531,ACC00059,2024-12-13,4410.11,Online,Withdrawal,1
TXN000532,ACC00153,2025-02-04,2421.14,POS,Transfer,0
TXN000533,ACC00074,2024-03-09,4134.66,Online,Transfer,1
TXN000534,ACC00171,2024-06-29,2590.45,ATM,Withdrawal,0
TXN000535,ACC00039,2024-12-31,533.16,Online,Payment,0
TXN000536,ACC00282,2025-01-09,2886.36,ATM,Withdrawal,0
TXN000537,ACC00161,2025-01-20,992.39,Online,Payment,0
TXN000538,ACC00172,2024-01-29,3836.49,Online,Transfer,1
TXN000539,ACC00017,2025-08-31,4251.71,ATM,Withdrawal,1
TXN000540,ACC00044,2025-10-14,932.94,ATM,Transfer,0
TXN000541,ACC00024,2024-11-29,66.67,POS,Withdrawal,0
TXN000542,ACC00065,2024-03-31,3270.5,ATM,Payment,1
TXN000543,ACC00240,2025-10-12,235.14,ATM,Withdrawal,0
TXN000544,ACC00111,2024-08-18,3940.1,Online,Payment,1
TXN000545,ACC00113,2025-02-12,643.18,ATM,Payment,0
TXN000546,ACC00195,2024-08-30,2640.61,Online,Withdrawal,0
TXN000547,ACC00219,2024-07-14,288.74,ATM,Withdrawal,0
TXN000548,ACC00007,2024-08-21,3607.77,Online,Payment,1
TXN000549,ACC00004,2024-08-09,1066.13,Online,Payment,0
TXN000550,ACC00194,2025-12-11,304.01,ATM,Transfer,1
TXN000551,ACC00268,2025-03-17,1085.6,POS,Payment,0
TXN000552,ACC00275,2025-10-20,1739.45,ATM,Withdrawal,0
TXN000553,ACC00164,2024-12-01,2151.32,Online,Payment,0
TXN000554,ACC00247,2025-02-18,2612.24,Online,Withdrawal,0
TXN000555,ACC00277,2025-05-10,2754.86,ATM,Withdrawal,0
TXN000556,ACC00049,2024-03-28,3978.24,ATM,Withdrawal,1
TXN000557,ACC00125,2025-07-01,1484.71,ATM,Payment,0
TXN000558,ACC00082,2024-09-07,464.67,ATM,Withdrawal,0
TXN000559,ACC00127,2024-12-08,75.8,Online,Transfer,0
TXN000560,ACC00063,2024-05-04,216.57,Online,Payment,0
TXN000561,ACC00133,2025-01-21,2632.58,ATM,Payment,0
TXN000562,ACC00201,2024-04-06,147.55,ATM,Payment,0
TXN000563,ACC00241,2025-10-04,93.64,Online,Transfer,1
TXN000564,ACC00121,2024-01-03,3820.93,ATM,Withdrawal,1
TXN000565,ACC00109,2024-11-18,756.26,ATM,Withdrawal,0
TXN000566,ACC00078,2024-10-12,4836.34,Online,Transfer,1
TXN000567,ACC00099,2025-02-02,4426.32,Online,Withdrawal,1
TXN000568,ACC00170,2025-10-03,1716.97,POS,Payment,0
TXN000569,ACC00071,2025-10-31,2002.59,Online,Payment,0
TXN000570,ACC00208,2024-04-11,4270.42,ATM,Withdrawal,1
TXN000571,ACC00162,2025-10-04,4005.59,POS,Transfer,1
TXN000572,ACC00011,2024-07-01,2634.34,POS,Withdrawal,0
TXN000573,ACC00148,2025-12-12,3440.15,Online,Transfer,1
TXN000574,ACC00011,2024-04-05,3016.19,ATM,Payment,1
TXN000575,ACC00273,2025-08-08,4425.15,ATM,Withdrawal,1
TXN000576,ACC00290,2025-06-09,2081.78,POS,Transfer,0
TXN000577,ACC00102,2025-06-26,3789.55,Online,Withdrawal,1
TXN000578,ACC00274,2025-10-03,2633.88,POS,Withdrawal,0
TXN000579,ACC00032,2024-11-26,3314.61,ATM,Transfer,1
TXN000580,ACC00108,2025-11-29,2898.47,Online,Payment,0
TXN000581,ACC00023,2024-12-06,2126.21,POS,Transfer,0
TXN000582,ACC00018,2024-12-24,1607.82,POS,Payment,0
TXN000583,ACC00145,2024-10-15,2738.05,Online,Payment,0
TXN000584,ACC00297,2024-10-06,2508.18,POS,Transfer,0
TXN000585,ACC00217,2024-04-22,2731.33,POS,Withdrawal,1
TXN000586,ACC00207,2025-12-26,1207.99,POS,Payment,0
TXN000587,ACC00093,2025-02-28,1125.14,POS,Transfer,0
TXN000588,ACC00188,2025-08-10,3912.28,ATM,Transfer,1
TXN000589,ACC00013,2024-01-09,1874.94,POS,Payment,0
TXN000590,ACC00046,2025-09-05,1252.93,POS,Transfer,0
TXN000591,ACC00196,2025-12-27,1165.43,POS,Payment,0
TXN000592,ACC00070,2024-01-14,3533.62,ATM,Payment,1
TXN000593,ACC00139,2024-05-13,4352.6,POS,Transfer,1
TXN000594,ACC00180,2024-06-26,587.93,Online,Transfer,0
TXN000595,ACC00248,2025-10-20,2249.22,Online,Payment,0
TXN000596,ACC00171,2025-05-10,48.6,Online,Withdrawal,0
TXN000597,ACC00295,2025-05-19,786.11,ATM,Transfer,0
TXN000598,ACC00058,2025-01-11,4680.14,POS,Withdrawal,1
TXN000599,ACC00001,2024-10-06,2735.53,ATM,Payment,0
TXN000600,ACC00249,2025-10-10,4141.02,Online,Payment,1
TXN000601,ACC00267,2024-11-30,510.09,POS,Withdrawal,1
TXN000602,ACC00223,2025-12-14,1610.05,ATM,Payment,0
TXN000603,ACC00159,2024-09-24,687.51,POS,Withdrawal,0
TXN000604,ACC00252,2025-12-26,2176.15,ATM,Transfer,0
TXN000605,ACC00282,2025-06-15,761.68,ATM,Withdrawal,0
TXN000606,ACC00207,2024-08-09,890.56,Online,Transfer,0
TXN000607,ACC00129,2025-09-13,2140.15,ATM,Payment,0
TXN000608,ACC00233,2024-11-18,4405.43,POS,Withdrawal,1
TXN000609,ACC00020,2024-04-30,2917.62,POS,Withdrawal,0
TXN000610,ACC00194,2025-03-15,454.22,POS,Withdrawal,0
TXN000611,ACC00174,2025-02-28,4424.89,Online,Transfer,1
TXN000612,ACC00117,2024-05-08,4635.97,ATM,Transfer,1
TXN000613,ACC00026,2024-07-21,4439.79,POS,Transfer,1
TXN000614,ACC00033,2025-05-03,2607.07,POS,Payment,0
TXN000615,ACC00023,2024-01-05,1702.38,Online,Payment,0
TXN000616,ACC00083,2024-08-03,2401.91,POS,Transfer,0
TXN000617,ACC00146,2024-01-24,1099.51,ATM,Withdrawal,0
TXN000618,ACC00245,2025-01-19,4264.19,Online,Payment,1
TXN000619,ACC00027,2024-05-10,3029.07,ATM,Withdrawal,1
TXN000620,ACC00183,2025-11-28,888.71,POS,Withdrawal,0
TXN000621,ACC00229,2024-07-23,1296.83,ATM,Payment,0
TXN000622,ACC00015,2025-11-29,77.44,Online,Withdrawal,0
TXN000623,ACC00085,2025-09-03,2163.43,Online,Withdrawal,0
TXN000624,ACC00246,2024-10-26,2513.47,POS,Transfer,0
TXN000625,ACC00086,2024-08-07,4221.75,ATM,Withdrawal,1
TXN000626,ACC00059,2025-11-17,2066.4,Online,Transfer,0
TXN000627,ACC00119,2024-07-01,2553.7,POS,Withdrawal,0
TXN000628,ACC00179,2025-07-28,1663.46,POS,Withdrawal,0
TXN000629,ACC00032,2024-07-02,2413.56,Online,Withdrawal,0
TXN000630,ACC00286,2024-03-21,262.66,Online,Withdrawal,0
TXN000631,ACC00165,2024-06-24,79.37,ATM,Payment,0
TXN000632,ACC00298,2024-07-02,2789.53,POS,Payment,0
TXN000633,ACC00071,2025-08-02,1989.99,Online,Transfer,0
TXN000634,ACC00159,2025-12-14,4457.98,POS,Transfer,1
TXN000635,ACC00293,2025-03-22,781.42,Online,Payment,0
TXN000636,ACC00055,2025-03-05,1431.02,ATM,Transfer,0
TXN000637,ACC00016,2025-02-20,3312.69,POS,Withdrawal,1
TXN000638,ACC00154,2025-12-22,3266.18,POS,Transfer,1
TXN000639,ACC00154,2024-11-21,4671.72,Online,Transfer,1
TXN000640,ACC00190,2024-07-14,3140.42,ATM,Withdrawal,1
TXN000641,ACC00025,2025-02-23,2339.19,Online,Payment,0
TXN000642,ACC00131,2024-01-31,72.38,POS,Withdrawal,0
TXN000643,ACC00260,2025-10-21,3818.69,ATM,Withdrawal,1
TXN000644,ACC00262,2025-03-03,1120.92,POS,Withdrawal,0
TXN000645,ACC00109,2024-11-15,1825.98,Online,Withdrawal,0
TXN000646,ACC00077,2025-10-17,2630.15,Online,Payment,0
TXN000647,ACC00279,2024-05-20,3002.21,Online,Withdrawal,1
TXN000648,ACC00015,2025-06-24,3426.43,Online,Transfer,1
TXN000649,ACC00261,2025-12-10,813.72,ATM,Withdrawal,0
TXN000650,ACC00218,2024-07-26,4800.52,Online,Payment,1
TXN000651,ACC00280,2025-08-31,4382.77,Online,Transfer,1
TXN000652,ACC00286,2024-08-24,376.57,ATM,Payment,0
TXN000653,ACC00042,2024-01-18,564.55,ATM,Payment,0
TXN000654,ACC00175,2025-05-24,4835.07,ATM,Payment,1
TXN000655,ACC00149,2024-05-20,3129.84,ATM,Withdrawal,1
TXN000656,ACC00006,2024-07-25,4646.17,POS,Withdrawal,1
TXN000657,ACC00090,2025-12-24,3965.63,Online,Withdrawal,1
TXN000658,ACC00130,2024-01-31,3293.5,ATM,Withdrawal,1
TXN000659,ACC00090,2025-02-01,1725.07,Online,Transfer,0
TXN000660,ACC00169,2024-06-17,1771.06,POS,Withdrawal,0
TXN000661,ACC00189,2024-03-13,2590.71,Online,Transfer,0
TXN000662,ACC00242,2024-02-20,1378.13,POS,Payment,0
TXN000663,ACC00253,2024-03-29,3642.24,POS,Payment,1
TXN000664,ACC00152,2025-10-26,1754.87,POS,Withdrawal,1
TXN000665,ACC00280,2024-12-21,1040.98,ATM,Withdrawal,0
TXN000666,ACC00093,2024-08-06,993.61,ATM,Transfer,0
TXN000667,ACC00133,2024-04-22,4170.49,POS,Transfer,1
TXN000668,ACC00129,2025-07-12,748.52,POS,Withdrawal,0
TXN000669,ACC00132,2024-08-17,1594.21,ATM,Payment,0
TXN000670,ACC00231,2024-09-17,2730.57,POS,Payment,0
TXN000671,ACC00190,2025-05-29,3425.21,ATM,Transfer,1
TXN000672,ACC00083,2025-04-09,3614.23,Online,Transfer,1
TXN000673,ACC00289,2024-09-11,4406.95,POS,Payment,1
TXN000674,ACC00168,2024-04-25,1045.58,ATM,Withdrawal,0
TXN000675,ACC00093,2024-06-21,2531.65,ATM,Withdrawal,0
TXN000676,ACC00168,2024-01-07,2649.44,ATM,Transfer,0
TXN000677,ACC00264,2024-04-21,2056.57,ATM,Transfer,0
TXN000678,ACC00286,2024-08-14,263.12,Online,Withdrawal,0
TXN000679,ACC00026,2024-10-27,4927.71,Online,Withdrawal,1
TXN000680,ACC00064,2025-09-10,2261.41,ATM,Transfer,0
TXN000681,ACC00201,2024-10-23,4624.12,ATM,Transfer,1
TXN000682,ACC00147,2024-10-25,4672.27,POS,Payment,1
TXN000683,ACC00261,2025-07-03,4828.57,Online,Payment,1
TXN000684,ACC00083,2024-05-21,1806.83,POS,Withdrawal,0
TXN000685,ACC00280,2025-09-20,1687.45,ATM,Transfer,0
TXN000686,ACC00007,2024-10-25,2990.06,POS,Transfer,0
TXN000687,ACC00179,2025-05-13,4399.6,ATM,Withdrawal,1
TXN000688,ACC00039,2024-03-09,1783.13,Online,Payment,0
TXN000689,ACC00007,2025-11-27,1189.47,Online,Payment,0
TXN000690,ACC00252,2024-08-07,2176.2,Online,Payment,0
TXN000691,ACC00200,2025-09-01,357.77,ATM,Transfer,0
TXN000692,ACC00164,2025-05-17,3949.64,ATM,Payment,1
TXN000693,ACC00033,2024-01-05,750.11,POS,Payment,0
TXN000694,ACC00262,2025-06-26,2594.93,Online,Transfer,0
TXN000695,ACC00074,2025-05-08,732.7,Online,Transfer,0
TXN000696,ACC00236,2024-10-18,4019.39,ATM,Withdrawal,1
TXN000697,ACC00166,2025-05-26,1874.64,Online,Transfer,0
TXN000698,ACC00293,2024-06-13,2609.88,ATM,Transfer,0
TXN000699,ACC00176,2024-01-24,1182.54,POS,Payment,0
TXN000700,ACC00269,2024-03-18,3853.23,ATM,Transfer,1
TXN000701,ACC00161,2025-06-09,3843.98,Online,Transfer,1
TXN000702,ACC00031,2025-03-03,3935.33,ATM,Withdrawal,1
TXN000703,ACC00239,2024-09-13,4231.65,Online,Withdrawal,1
TXN000704,ACC00062,2025-07-03,3905.04,ATM,Payment,1
TXN000705,ACC00282,2024-06-10,2933.69,POS,Transfer,0
TXN000706,ACC00049,2024-11-04,1792.04,Online,Transfer,0
TXN000707,ACC00086,2024-12-28,2567.39,ATM,Withdrawal,0
TXN000708,ACC00063,2025-09-27,4165.83,Online,Withdrawal,1
TXN000709,ACC00145,2025-09-22,135.79,Online,Transfer,0
TXN000710,ACC00146,2024-10-08,4855.99,ATM,Payment,1
TXN000711,ACC00182,2025-05-28,4899.4,POS,Transfer,1
TXN000712,ACC00038,2024-06-28,796.42,Online,Withdrawal,0
TXN000713,ACC00139,2024-10-15,1254.86,ATM,Payment,0
TXN000714,ACC00054,2024-07-30,4196.46,ATM,Withdrawal,1
TXN000715,ACC00228,2024-08-05,842.6,POS,Transfer,0
TXN000716,ACC00054,2024-06-15,4255.91,POS,Transfer,1
TXN000717,ACC00257,2025-11-17,4705.78,ATM,Transfer,1
TXN000718,ACC00142,2024-07-27,2752.48,POS,Transfer,0
TXN000719,ACC00011,2025-03-13,4313.51,Online,Withdrawal,1
TXN000720,ACC00024,2024-05-03,802.78,POS,Payment,0
TXN000721,ACC00147,2024-12-08,2694.07,Online,Transfer,0
TXN000722,ACC00157,2025-09-07,1308.8,Online,Withdrawal,0
TXN000723,ACC00228,2024-11-27,401.73,Online,Withdrawal,1
TXN000724,ACC00248,2024-01-22,1953.67,POS,Withdrawal,0
TXN000725,ACC00058,2025-01-02,3366.79,POS,Transfer,1
TXN000726,ACC00015,2025-06-12,2973.94,ATM,Withdrawal,0
TXN000727,ACC00245,2024-09-06,2123.57,ATM,Payment,0
TXN000728,ACC00088,2024-12-30,4429.35,Online,Withdrawal,1
TXN000729,ACC00022,2025-02-25,944.24,POS,Payment,0
TXN000730,ACC00175,2025-10-09,4377.12,POS,Payment,1
TXN000731,ACC00128,2025-05-11,4784.49,ATM,Payment,1
TXN000732,ACC00036,2024-04-19,1348.7,POS,Withdrawal,0
TXN000733,ACC00056,2024-11-17,3731.28,ATM,Payment,1
TXN000734,ACC00298,2024-06-23,3381.8,Online,Payment,1
TXN000735,ACC00298,2025-09-05,2965.21,POS,Payment,0
TXN000736,ACC00125,2024-11-03,3592.42,POS,Payment,1
TXN000737,ACC00022,2025-10-06,3000.99,ATM,Transfer,1
TXN000738,ACC00251,2025-12-02,4348.17,Online,Payment,1
TXN000739,ACC00243,2024-01-25,1325.91,ATM,Withdrawal,0
TXN000740,ACC00269,2024-04-24,93.26,POS,Withdrawal,0
TXN000741,ACC00191,2024-08-10,2014.05,ATM,Payment,0
TXN000742,ACC00005,2025-10-29,1950.05,POS,Withdrawal,0
TXN000743,ACC00296,2024-04-29,2506.51,Online,Withdrawal,0
TXN000744,ACC00206,2024-03-04,4032.07,Online,Transfer,1
TXN000745,ACC00271,2025-06-30,4184.74,Online,Withdrawal,1
TXN000746,ACC00243,2024-11-28,2723.27,ATM,Transfer,0
TXN000747,ACC00120,2024-12-05,1119.89,Online,Withdrawal,1
TXN000748,ACC00035,2024-01-21,953.12,ATM,Payment,0
TXN000749,ACC00037,2025-11-26,2083.23,Online,Withdrawal,0
TXN000750,ACC00007,2024-07-25,46.14,POS,Payment,0
TXN000751,ACC00043,2024-01-12,2528.12,ATM,Transfer,0
TXN000752,ACC00067,2024-06-03,4493.48,POS,Withdrawal,1
TXN000753,ACC00014,2025-12-13,3603.12,POS,Payment,1
TXN000754,ACC00116,2024-10-14,4602.42,Online,Payment,1
TXN000755,ACC00132,2025-04-12,3687.4,Online,Payment,1
TXN000756,ACC00054,2025-06-03,4215.49,POS,Transfer,1
TXN000757,ACC00004,2024-05-22,1759.41,Online,Withdrawal,0
TXN000758,ACC00085,2025-03-04,2761.18,ATM,Payment,0
TXN000759,ACC00195,2024-06-07,774.98,ATM,Transfer,0
TXN000760,ACC00025,2025-05-02,1106.34,Online,Withdrawal,0
TXN000761,ACC00291,2024-07-23,4772.29,Online,Payment,1
TXN000762,ACC00094,2024-05-18,1706.54,POS,Withdrawal,0
TXN000763,ACC00289,2024-09-05,582.3,Online,Payment,0
TXN000764,ACC00128,2025-10-23,34.43,Online,Transfer,0
TXN000765,ACC00098,2025-10-11,849.03,Online,Transfer,0
TXN000766,ACC00028,2025-02-13,3797.3,ATM,Transfer,1
TXN000767,ACC00225,2025-02-23,3271.37,Online,Payment,1
TXN000768,ACC00099,2025-05-28,2915.07,POS,Transfer,0
TXN000769,ACC00103,2025-07-21,2016.26,Online,Withdrawal,0
TXN000770,ACC00089,2024-02-28,2214.37,POS,Payment,0
TXN000771,ACC00180,2025-12-13,2660.53,ATM,Transfer,0
TXN000772,ACC00008,2024-04-24,2557.41,ATM,Payment,0
TXN000773,ACC00196,2024-04-02,2154.18,ATM,Transfer,1
TXN000774,ACC00148,2025-10-03,4412.31,POS,Payment,1
TXN000775,ACC00191,2025-05-11,233.85,POS,Transfer,0
TXN000776,ACC00072,2024-03-16,4310.28,ATM,Payment,1
TXN000777,ACC00259,2025-12-13,1661.09,Online,Transfer,0
TXN000778,ACC00100,2024-04-21,3365.44,Online,Withdrawal,1
TXN000779,ACC00019,2024-08-11,298.38,POS,Transfer,0
TXN000780,ACC00126,2024-12-26,3936.87,POS,Withdrawal,1
TXN000781,ACC00198,2024-06-27,2212.18,Online,Transfer,0
TXN000782,ACC00091,2025-01-26,2644.4,POS,Payment,0
TXN000783,ACC00168,2025-04-17,541.45,ATM,Transfer,0
TXN000784,ACC00194,2024-03-20,1474.22,Online,Withdrawal,0
TXN000785,ACC00088,2024-04-16,4888.1,Online,Transfer,1
TXN000786,ACC00204,2024-04-28,3484.31,POS,Withdrawal,1
TXN000787,ACC00162,2025-08-23,4818.59,ATM,Payment,1
TXN000788,ACC00199,2025-07-22,2395.09,Online,Withdrawal,0
TXN000789,ACC00250,2024-03-28,3446.49,ATM,Payment,1
TXN000790,ACC00012,2024-02-25,3715.48,Online,Withdrawal,1
TXN000791,ACC00284,2025-11-05,3383.28,Online,Transfer,1
TXN000792,ACC00279,2024-06-16,3379.52,POS,Transfer,1
TXN000793,ACC00171,2025-03-25,990.25,ATM,Withdrawal,0
TXN000794,ACC00096,2025-02-21,3915.94,ATM,Payment,1
TXN000795,ACC00122,2025-08-16,4892.38,POS,Payment,1
TXN000796,ACC00170,2024-10-16,18.26,POS,Payment,0
TXN000797,ACC00185,2025-09-13,1400.21,POS,Payment,1
TXN000798,ACC00283,2024-08-21,3975.84,POS,Payment,1
TXN000799,ACC00269,2025-11-07,3246.75,ATM,Transfer,1
TXN000800,ACC00285,2025-08-16,2078.75,ATM,Withdrawal,0
